Time_Step,State_Freq_Dev,State_Volt_Dev,State_Load_Imbalance,State_Power_Flow_Dev,Nominal_Freq_Dev,Nominal_Volt_Dev,Nominal_Load_Imbalance,Nominal_Power_Flow_Dev,Control_u1,Control_u2,Control_u3,Control_u4,Disturbance_d1,Disturbance_d2,Disturbance_d3,Disturbance_d4,Resource_Availability_R,Attack_Severity_S,FDI_Active,DoS_Active,Replay_Active,Control_Attack_Active
11,0.007173806413035636,0.011094184217858937,0.014076661567161,0.015252112758680023,0.006852546810632301,0.0040863462137307694,0.003724990153548955,0.004271540649812581,-0.0008055849115453188,-0.0008546577648932852,-0.0015041672953841994,-0.0013405714069212333,-0.024005928141115525,-0.006690024716818968,-0.009498906223219123,-0.013066584651474238,0.0,0.029698583645010816,False,False,False,False
12,0.0025421970178230117,0.008103972372318064,0.010671392814630351,0.0115002860731049,0.0057416787711304105,0.003521491172405549,0.0033016149712146257,0.003614413037452786,-0.0018276900068478685,-0.003911715305198642,-0.006615516870699555,-0.006148651812669868,0.03530908480562194,0.008099634219219111,-0.025217679086700903,0.018357238941095522,0.8872511477492635,0.047804341898577095,False,False,False,False
13,0.007424584823143739,0.008464793570239063,0.006426235756031535,0.011875381019531856,0.004813821327499104,0.0030332737244953955,0.002919202640679834,0.003062867139847723,-0.0008131850320695955,-0.0005785195915009127,-0.000742151990197617,-0.0009836608672688844,0.04244312394025267,0.02064930521102294,-0.030387399319080268,-0.009684681457325027,0.0,0.05696489855878551,False,False,False,False
14,0.013369111584905974,0.010894229501657707,0.0025353890433405576,0.009345315539284856,0.004038331700284127,0.0026116121962048494,0.002575489680449602,0.002599127133895528,-0.0023603963969394165,-0.0016089156763278774,-0.0005567552868823919,-0.0014272982824512876,0.025338222983732454,-0.014153389312375616,0.008876388562924569,0.015492681068586736,0.8552498248685846,0.03407575991249469,False,False,False,False
15,0.015603362900937575,0.009184427404030334,0.004839059237912602,0.010877435657595023,0.003389780360119129,0.002247682306540603,0.0022678624927141323,0.002208548940207821,-0.005358307664270026,-0.0021652017268743093,-0.0019898527073751375,-0.00297897948208413,-0.01853860943156166,-0.0011905071212360016,-0.06482534680138145,-0.020487752826685798,0.0,0.07047815938763191,False,False,False,False
16,0.008961253611037796,0.005148032208230982,-0.007085179471333386,0.004180548146819117,0.0028470503644939045,0.0019337755253545541,0.001993535983289777,0.0018790460057518375,-0.0015830535714458785,-0.0006200863261508693,0.0010398240192300836,-0.0005402006478114475,-0.005051363027863206,-0.02495566363929699,0.03264822607863271,-0.028602827559212653,0.8265147868814117,0.05032225975232592,False,False,False,False
17,0.0066140361417694,0.0013292656415838178,-0.0028709779144867826,-0.0003621055056067645,0.0023925945646456385,0.0016631699024928625,0.0017496817568101613,0.0016006238042152,-0.0007442668791867042,0.00010063377956688065,0.00014860952547827047,0.0001844562284581157,-0.008800889733939676,0.002614811545721827,0.02882546578132231,-0.028717243023588787,0.0,0.04171187389598611,False,False,False,False
18,0.005012520387007167,0.001702117380629406,0.0007486764243212129,-0.0038516874920019066,0.0020118226400842095,0.0014300131474483345,0.0015335179703287471,0.0013650019721607692,-0.0031695923912192932,-0.00017621603405548514,-0.0008587612315446697,0.0026699756230476653,0.02326327504309919,0.000204661220391741,-0.01963017302095902,0.009242069485265415,0.8093978002243042,0.031811654989158854,False,False,False,False
19,0.0070676791193746745,0.001942583765309813,-0.0018996690768839993,-0.0018194670871503334,0.0016925949592925017,0.00122921746164141,0.0013423702374866498,0.0011653071562816933,-0.0008039622759469374,3.698057029117327e-05,5.8949659530056986e-05,0.00032944385470354384,0.003981193911469401,-0.012004337543175893,0.0013960416998003782,-0.007706271937235204,0.0,0.014875805336499388,False,False,False,False
20,0.006427415433414291,0.00020694094340330108,-0.002133077617515155,-0.002962873180149034,0.0014248043904690937,0.0010563654478651253,0.0011737108610351986,0.000995822975275588,-0.022003526613262395,0.1105581245285121,-0.08022376777939638,0.02953416612749018,0.40709503317447754,0.009320443819099675,-0.11352037429618922,-0.06536436208636119,0.7918673597832089,0.42775298002423995,True,False,False,False
21,0.05893157039587587,0.03671854880623839,-0.03448077189845678,-0.004359200456103107,0.0012000305636206106,0.0009076263178008373,0.001025182012874785,0.0008517861655570383,-0.010303623456047087,0.038388438220059065,-0.02480239392648388,0.01463079758167562,0.5004412448498474,-0.25481183614115355,-0.1307363658620382,-0.04902608213406995,0.0,0.5786761317634591,True,False,False,False
22,0.11451142050763069,0.01793697260583147,-0.05817851339527068,-0.012755015751445891,0.001011253851702926,0.0007796815689485861,0.0008946071820087995,0.000729220116143015,-0.007799596863157738,0.026448272949265116,-0.011984955371641518,0.011720175321076318,0.4472702146223314,-0.39949492818029697,-0.1427403110834274,-0.030733286997841936,0.7892005828764855,0.617224573285909,True,False,False,False
23,0.1518873128038966,-0.02334668712816118,-0.0842333921271632,-0.022959324862481,0.0008526186054648569,0.0006696592915225892,0.0007799941959305658,0.0006247987106975362,-0.015688148740821604,0.06670771125714317,-0.016799655330121187,0.03148739025063249,0.07397745613654003,-0.24538770990248304,-0.14905365054501968,-0.0112152526935054,0.0,0.31187355528155647,True,False,False,False
24,0.1333017744670809,-0.04004634933127835,-0.1138719583685168,-0.02609961013169996,0.0007192370352268603,0.0005750762821612057,0.0006795323297737475,0.0005357347686498966,-0.0006048669968105454,0.12121064428047114,-0.010110349069240477,0.06281617212817014,-0.041631525715689295,-0.3452223183238855,-0.14942469132537609,0.008749898343944728,0.784425191671423,0.378570907626362,True,False,False,False
25,0.09833040884719657,-0.05963873360907128,-0.14475967858294003,-0.022214774651981108,0.0006070266573508617,0.0004937871758505888,0.0005915854024149315,0.0004596884801861277,0.016169801996702607,0.06060750036403459,0.005225102083837929,0.032681180119993346,-0.23842066939147544,-0.29116153349564233,-0.14383864119947076,0.028366218546322625,0.0,0.4038733108752559,True,False,False,False
26,0.04271459224325116,-0.09171102752415296,-0.17056223671567677,-0.024877751825175817,0.0005125754743032242,0.00042393985363429283,0.0005146822819269887,0.0003946921158250727,0.07243484148587657,0.12232085095210779,0.02957470070371479,0.06875937432423875,-0.3900670633286827,-0.10032710946648667,-0.13251819835802298,0.046851667130037716,0.7941000102167446,0.42658410002798175,True,False,False,False
27,-0.010050186764286331,-0.08422009503170931,-0.18394975767753946,-0.013669563903423963,0.0004330300845376727,0.00036393643656838147,0.0004475058545468387,0.0003390880034343693,0.055846914209353636,0.05501380596560298,0.02200410128809322,0.03452982718819235,-0.3566729434300919,-0.11373173955745278,-0.11591467313339807,0.06346928759426347,0.0,0.39700763100121345,True,False,False,False
28,-0.05754485780529352,-0.09559752015935406,-0.1942197253887239,-0.00926044600474054,0.0003660027624179431,0.0003123992324020793,0.0003888812281082749,0.000291477338452588,0.14974311614109537,0.10342574480018656,0.05942005540686747,0.0713632094543887,-0.30171110411720176,0.08548542081575439,-0.09468999568084813,0.07755658785102502,0.7943894278655362,0.33662823280408366,True,False,False,False
29,-0.06132889857043362,-0.06454554113156129,-0.18347688979589177,0.01097998595994554,0.0003094942421547757,0.0002681410580562086,0.00033776372413148745,0.0002506778543743704,0.08205678475036994,0.03770651459744597,0.03225883329539966,0.03297325865796004,-0.24784522610358717,0.2208571962842815,-0.06969032691206349,0.08855195169413194,0.0,0.3505757365632169,True,False,False,False
30,-0.06669553981662005,-0.031040949624473263,-0.1694698733018705,0.025971369665170798,0.00026182951030860233,0.00023013941635125425,0.0002932270478214899,0.00021568875231092833,0.16523081764515266,0.039301333462637124,0.06453765149754766,0.05687344945955237,-0.2975286682923812,0.20834170440399005,-0.04191232472983888,0.0960170286650366,0.7988547287326077,0.3780284208994336,True,False,False,False
31,-0.057157128984380474,-0.0022402896557884647,-0.14387986024278768,0.04736465822080542,0.00022160438094359156,0.0001975140584071178,0.0002544519005881895,0.00018566158832960592,0.08474287438194503,0.0050337969802057465,0.03191480068309724,0.024971879741549918,0.008487690333002423,0.3446873119183363,-0.01246341042262446,0.09965420970232175,0.0,0.3591207067205044,True,False,False,False
32,-0.015658128844562892,0.04532908213366543,-0.11195104001682675,0.06705491197561111,0.00018764101412595862,0.00016950751294040104,0.00022071520630622781,0.00015987605944792256,0.14858953406835146,-0.031047511185267506,0.058108682255880964,0.03966843913730084,0.09051377064420077,0.3012359603739332,0.017482380727574045,0.09931849187581926,0.8037955014512655,0.33518515775319624,True,False,False,False
33,0.05107111398899708,0.07833469239911116,-0.06905179283419038,0.09060119971850342,0.0001589508569714981,0.00014546820989036856,0.0001913800532764148,0.00013771982493648334,0.052437947628626934,-0.029334398235157023,0.021645206636413738,0.013134975830720251,0.3645958954617323,0.19443947618526852,0.046731204527006805,0.09502325919585293,0.0,0.4265560949646497,True,False,False,False
34,0.12679677259817665,0.10505316179701485,-0.030119110550208394,0.10775546740718833,0.0001347037490133395,0.00012483586821615677,0.00016588640316532615,0.0001186716580462088,0.06692023247602011,-0.08815796642909818,0.03576396479995918,0.017116558106991215,0.39837446405960253,0.1373357855412327,0.07411700267079134,0.08693974903498249,0.806937750209575,0.4365949858303126,True,False,False,False
35,0.20413602233759331,0.11063298782735238,0.013687818882606877,0.1245055290116466,0.0001142021502374231,0.0001071288562986603,0.0001437425817329301,0.00010228735169285101,0.011572980478055371,-0.05239074394216782,0.012142163483587836,0.00406450751972018,0.37447482195522613,0.12892331362132528,0.09854798980781836,0.07539022543433047,0.0,0.4150277164957805,True,False,False,False
36,0.25807039319355685,0.1256825625303162,0.05185352129298623,0.13656003613848602,9.685962888364675e-05,9.19332682413219e-05,0.0001245175405150907,8.818790584012573e-05,-0.011703471104377207,-0.1221834896845279,0.015410086339503559,-0.0003767495697239436,0.468804745518514,-0.012864435984075662,0.11905017957737296,0.06083513145322546,0.8112583422522508,0.48766509164610405,True,False,False,False
37,0.31106486013238127,0.10707506711535716,0.08915834454347069,0.14422418533457437,8.218289373183e-05,7.88934906634455e-05,0.0001078338611675555,7.604960900435583e-05,-0.02219542347301056,-0.05720583748743191,0.0028898033168670845,-0.00285989960564595,0.4458487076655594,-0.18292543755579552,0.13480621437174403,0.043854732757439036,0.0,0.5023332945868666,True,False,False,False
38,0.3465380277296102,0.0838284968550906,0.11686033279340283,0.14606840061300894,6.975677758000397e-05,6.770406253537857e-05,9.336146285247065e-05,6.559569521859845e-05,-0.08317767033780794,-0.13281995573148103,0.0020786523808020182,-0.012017143243918846,0.26275477267101566,-0.2869424354308008,0.14518795080472296,0.025125984258225487,0.8252950982186468,0.41603712329090975,True,False,False,False
39,0.33162596017453916,0.02491577084484701,0.1361403284381382,0.13989768791776025,5.923167949166462e-05,5.810265546230613e-05,8.081196627481617e-05,5.658931396482486e-05,-0.04990150635781649,-0.05987668486209255,-9.822595734645976e-05,-0.006960619966670138,0.07551809616862114,-0.30866473190455934,0.14978150180619074,0.0053955420562648865,0.0,0.3513410162905058,True,False,False,False
40,0.2953986905022645,-0.01928665766072747,0.14771247695003842,0.1309345904320365,5.031305684703418e-05,4.9864023839797584e-05,6.99336645362883e-05,4.8827596439400864e-05,-0.08783333697573366,0.006490550302684047,-0.04418101408652176,-0.03826587918175137,0.7138077275435362,-0.3859800785167524,-0.6617122357503377,0.2578434787426603,0.8433837012681261,1.0,False,True,False,False
41,0.33020600735160827,-0.05438347421024111,0.03700618822667237,0.1335683581545261,4.275262732976195e-05,4.2794793737902496e-05,6.050704993509727e-05,4.213663901639736e-05,-0.019099951687875604,0.003866160610532563,-0.0025391608719674197,-0.007073746884367698,0.44581713125918887,-1.2540764664042898,-0.04772095001483029,0.249631992221785,0.0,1.0,False,True,False,False
42,0.3156344465698315,-0.19981335748195478,0.010344322412798045,0.1376144507452012,3.634099822254188e-05,3.672897647299821e-05,5.2340846491380704e-05,3.636725549149876e-05,-0.09516104040807093,0.0607956532413097,-0.0035455963215456844,-0.04082615764533196,0.8147276740176886,-0.6789342422766533,0.03451508531962828,0.1317104262743166,0.8582887101808971,1.0,False,True,False,False
43,0.35765821739849146,-0.22705096923172446,0.015583344050400069,0.13206969334201624,3.090148783667428e-05,3.1524107837407e-05,4.526849978205091e-05,3.13913748977704e-05,-0.006075954575354239,0.004019834417983595,-0.00038915211322208636,-0.0020554931940064513,0.376470619778765,-1.026639214558037,0.5353832088495719,0.5364002775263261,0.0,1.0,False,True,False,False
44,0.35219173362256984,-0.30379246179614405,0.09766385383001129,0.20121120469872833,2.6284943261195122e-05,2.7057927100674173e-05,3.914507822278351e-05,2.7098982409633255e-05,-0.10771816829595683,0.09338711849181826,-0.030210356998117506,-0.060829033656076587,-0.25428764100555634,-0.6356746752115398,0.6074430928261083,0.5090433989555204,0.8740619720400432,1.0,False,True,False,False
45,0.24164224169167298,-0.3123261718583735,0.17663191945136092,0.2521603982375362,2.2365391287200225e-05,2.3225521381225654e-05,3.384454293921279e-05,2.3395517922582773e-05,-0.014072729007140815,0.018507988115087606,-0.01046485867395773,-0.013805490834248356,-0.6120470030153116,-0.06728603421792331,0.5750000748442213,0.44091222221800275,0.0,1.0,False,True,False,False
46,0.1308335268468535,-0.2729375443307692,0.2583467387081864,0.3097557961170275,1.9036386496940957e-05,1.993687100332104e-05,2.9257346604848614e-05,2.0199660984694256e-05,-0.04094564908328163,0.0854546139993327,-0.0805874008508309,-0.09558976285516911,-0.7759767948168749,0.32963286919969303,0.05379055617955203,-0.0055244803774304185,0.8930808461034957,1.0,False,True,False,False
47,-0.0002483320363650121,-0.19485338160877727,0.2267044997360855,0.26844622793971573,1.620794305759122e-05,1.711474017472583e-05,2.5288324931631598e-05,1.744144240559475e-05,-0.00034208228677831405,0.011839777124832352,-0.01330717245109376,-0.014729937664657,-0.964094787360278,0.5252398933767112,0.10302750819099965,0.40907749533376137,0.0,1.0,False,True,False,False
48,-0.12361288474522934,-0.11394439302444839,0.24098751302580818,0.3154054798201824,1.3803955512466575e-05,1.4692864901312382e-05,2.1854847768916585e-05,1.5060632520536642e-05,0.03868436491847404,0.03676609644438111,-0.07654941036083752,-0.09910611114350588,-0.421885884544362,0.77604611193551,-0.2797873571418519,-0.5263486959285002,0.9127819189105287,1.0,False,True,False,False
49,-0.15057136683308187,-0.0150810964737262,0.16118805174525047,0.19658227732920164,1.1760029467261963e-05,1.2614396635690691e-05,1.8885199921843118e-05,1.3005364099907545e-05,0.008190835937009554,0.0016352052836951408,-0.009588204870543984,-0.010650661227568732,-0.44907208819656025,0.7974113555729571,-0.43186132244798414,-0.7309739069310462,0.0,1.0,False,True,False,False
50,-0.18834170592123065,0.05748744655033306,0.06970781433018666,0.07188425190472793,1.0021656062225531e-05,1.0830565862691561e-05,1.631716479084083e-05,1.1230954559579481e-05,0.05983484673158359,-0.01759293335982681,-0.022716059239842566,-0.022464957104678173,0.05654014169902191,1.3224327956350663,-0.5651694229424455,-0.5438538971865226,0.9260124399981479,1.0,False,True,False,False
51,-0.1119546287185845,0.20454730019690168,-0.008921947849958305,-0.008910603030474445,8.542674946905681e-06,9.299534765841493e-06,1.4096786730439106e-05,9.6988976825804e-06,0.005998800173189046,-0.010831753961416122,6.789818483556534e-05,0.0010139113115032153,0.47633696302996,0.37658729440298866,-0.3557799259452944,-0.6035067226461006,0.0,1.0,False,True,False,False
52,-0.0219987688866468,0.22528137103349202,-0.06469750800563079,-0.09711622605257399,7.2839794994379045e-06,7.985412393878505e-06,1.21772906120587e-05,8.375999701629103e-06,0.006690284558680602,-0.07138111591601845,0.020284822830868153,0.031615574732816225,0.6012216674243515,-0.12543925645764645,-0.1129368623109497,-0.2959979867022538,0.9285758534588742,1.0,False,True,False,False
53,0.06813910763706517,0.17659393163891407,-0.07515389788151143,-0.12766833185490892,6.212425561355438e-06,6.857409441271521e-06,1.0518139446935164e-05,7.233638473697625e-06,-0.004224018485423704,-0.009245012393117764,0.003827480435057608,0.007755060396685248,1.1698613146664503,0.08006559354371628,0.6367216365095136,-0.32322471897368066,0.0,1.0,False,True,False,False
54,0.25511379883608115,0.217191106140169,0.04551124093830525,-0.1338528508770181,5.299911243549605e-06,5.889112947595744e-06,9.084213083992547e-06,6.247127731840107e-06,-0.08078184509634423,-0.0676912390564789,-0.014786150657419837,0.04270576859837669,0.9789781373195807,-0.541395647478089,0.8959783035628134,-0.012184345661794327,0.910755995368987,1.0,False,True,False,False
55,0.3640135841527655,0.1669432132852253,0.1851640010703891,-0.08708927774786403,4.522600608138549e-06,5.057863974103397e-06,7.845092950620932e-06,5.395171132628664e-06,-0.02101900081151,-0.008697200205689565,-0.010949172703622605,0.005451635969668293,0.2725134710870905,-1.044667358779934,0.12517237819703558,0.33323777428659207,0.0,1.0,False,True,False,False
56,0.33957219523489635,0.033069476477660564,0.17765875389415797,-0.03763168147933405,3.8602684178967125e-06,4.344223690198941e-06,6.774439562476302e-06,4.659393117274132e-06,-0.10588353223131744,-0.009497711592177443,-0.05564877366522396,0.012202742642867512,-0.024560457235207583,-0.8453272579853447,0.5181226351449749,1.0947365229077899,0.8949413881314422,1.0,False,True,False,False
57,0.27074027987988764,-0.04358080564329161,0.25168094244567724,0.136361309075013,3.2957468133812723e-06,3.731515348668602e-06,5.849451104177533e-06,4.0239355430390774e-06,-0.015724446461278553,0.0032529592631467996,-0.014724932167362632,-0.007232285606259496,0.11731042131571776,-0.9841764610636327,0.012790318656496241,0.7564992220950539,0.0,1.0,False,True,False,False
58,0.22989282505377107,-0.14714856678093846,0.23872860105527066,0.2265429290866549,2.8144578474327017e-06,3.205431390772744e-06,5.0503927897318966e-06,3.4751106784173695e-06,-0.07175714360219082,0.04648109062569092,-0.0745837592241644,-0.0698524309912224,-0.8937953752659182,0.13020782371863426,0.10382664526968144,0.3689434812716741,0.8943005347662607,1.0,False,True,False,False
59,0.06605263052246153,-0.11100359154589526,0.22462530541259815,0.2502407693141301,2.404018376617998e-06,2.753696439269215e-06,4.360187963645451e-06,3.0011025399941998e-06,-0.004105581955594502,0.007080137974013537,-0.01318914932072207,-0.013696525254584578,-1.2197139149844785,0.33621381052749677,-0.4333711406552276,0.5293615651245513,0.0,1.0,False,True,False,False
60,-0.11647042514304182,-0.08536506198741071,0.14841861406832274,0.29446637322746255,2.053905962004835e-06,2.3657782426133335e-06,3.764063014810935e-06,2.591709721704608e-06,-0.11277769254898054,0.14608561357752126,-0.08261469078823472,-0.11680686485100615,0.04945421822901079,-0.0911130261884677,-0.42228830224952335,0.12495117601296518,0.8916337578595375,0.45242403765236744,False,False,True,False
61,-0.14133080872651382,-0.06196366190239938,0.06018994060307821,0.25090621457154355,1.7551762361223646e-06,2.0326397560531158e-06,3.2492391587964804e-06,2.2381238622421063e-06,-0.033008442624298806,0.06889646035193532,-0.06491441967734296,-0.07679797633912316,0.03255998809363593,-0.09624854679762374,-0.18228363639753772,0.24346989397311875,0.0,0.32066937639086074,False,False,True,False
62,-0.14031228198761853,-0.053882742726990326,0.024373110333888042,0.24289252548815718,1.5002237063019326e-06,1.7465265103014007e-06,2.8046650127894044e-06,1.932738741802422e-06,-0.00023557781441859804,0.09540836094317495,-0.11053604182852457,-0.12986097062430002,0.014934530820847615,-0.09922253254526033,-0.1314473287557429,0.3336112072576837,0.883447372936573,0.37234794080333466,False,False,True,False
63,-0.13178423234524472,-0.038214303428071694,-0.009123006607062722,0.2359902299863298,1.282579234476627e-06,1.5007842477259613e-06,2.4207846530753066e-06,1.668985718661668e-06,0.03131407729516089,0.029972282422607535,-0.062180784563552444,-0.08030039271831922,-0.0030263238172390464,-0.0999681941230185,-0.08911410220587551,0.26540588232605117,0.0,0.2972951463735882,False,False,True,False
64,-0.11814030309504067,-0.04155173260433451,-0.024415764814361352,0.23187005537173036,1.096738499702613e-06,1.2897025184090675e-06,2.0893365185668744e-06,1.4411918288948269e-06,0.07307856996965585,0.008134304000070898,-0.07905112900326348,-0.0953664926313559,-0.020919213746757558,-0.0984687855794127,0.13218978825815325,0.3144255804809988,0.8739999539724449,0.35562803744617116,False,False,True,False
65,-0.09295457024837059,-0.04278862316427065,-0.005989435020879771,0.2376973177105607,9.380166453084147e-07,1.1083805402767345e-06,1.8031791156455324e-06,1.2444573952507644e-06,0.04665292942930022,-0.013569423205029466,-0.017837253245551823,-0.017433823616161675,-0.03834230323467284,-0.09475798039779933,0.28310044221074937,0.11036398236411744,0.0,0.3205858325777956,False,False,True,False
66,-0.07791464699936075,-0.04802497642525593,0.04234670375888243,0.23691242131968643,8.024250653612021e-07,9.526121528432338e-07,1.5561399986488495e-06,1.0745504375749928e-06,0.05470558867849102,-0.09982175110627887,0.003949465494353299,0.004890542963339299,-0.054904307253038555,-0.0889191152625361,0.13137439105392465,0.2905377894978929,0.8684183278886056,0.33554810350398295,False,False,True,False
67,-0.06570537234494662,-0.0737133430211328,0.07539242852604126,0.2656469392462334,6.865669181814827e-07,8.187871450832204e-07,1.3428849550626595e-06,9.278155587709596e-07,0.004756908190070041,-0.05158211346780776,0.014598839504682784,0.023080450907198003,-0.07023327889716419,-0.08108331849671478,0.36542499497472186,0.013323600496967167,0.0,0.38107763419750157,False,False,True,False
68,-0.06780770447044648,-0.08201037048983491,0.13542358780534286,0.2630643604539963,5.875484872613125e-07,7.038066249822914e-07,1.1588047223668006e-06,8.010953068440667e-07,-0.03042698290334981,-0.07715439171464954,0.0327279897071587,0.05685004964586124,-0.08398496251122507,-0.07142656520272002,0.5050427126021865,0.0172656995621571,0.8721394119444985,0.5172247809981805,False,False,True,False
69,-0.07763144069047054,-0.08958839004212305,0.21805262328211172,0.2757671870465247,5.029039583037451e-07,6.050104304282183e-07,9.999169112694124e-07,6.916622932831388e-07,-0.05295942639513354,-0.044004625785145995,-0.009822746847926944,0.028107929992853147,-0.09585052492812005,-0.0601657252408102,0.4543331719821234,-0.07053294020883988,0.0,0.47349843129686325,False,False,True,False
70,-0.09575130744657633,-0.08879754865905579,0.27296450840393494,0.2681626076535197,4.3053155872191757e-07,5.2011486603832e-07,8.627811137606709e-07,5.971605878302561e-07,-0.16556854320489617,-0.07499023468742883,-0.08447766940725274,0.040034727903240606,-0.1055634911966004,-0.047553692799599256,0.49890426597581833,0.02216989138152531,0.9117689571397579,0.5126421510812704,False,False,True,False
71,-0.13968415226998834,-0.09042295985338766,0.3161801003237428,0.2811931191877117,3.6863932413312206e-07,4.47159294940691e-07,7.44425439377031e-07,5.155551154336302e-07,-0.07596283139202548,-0.0065838631485036865,-0.0399947404394723,0.008886904952317495,-0.11290572903418894,-0.033873706937788135,0.19820149380467622,-0.11858693568896375,0.0,0.41551284554349666,False,False,True,False
72,-0.16572546384543324,-0.0849561250345886,0.3143705783621486,0.25675627193218453,3.156990246373808e-07,3.844603241721628e-07,6.422829540447585e-07,4.4508795783688774e-07,-0.13320560532414943,0.022163789795725346,-0.12393575515733381,-0.06640295877427782,-0.11771234760797894,-0.019432990645533655,0.19797526703774498,-0.1219889412227188,0.9486903800498953,0.41981074652181266,False,False,True,False
73,-0.20401206765836408,-0.07154873397414609,0.29124351315034336,0.21512128137363887,2.7040700992781713e-07,3.3057250215309464e-07,5.541366970756995e-07,3.842406140475907e-07,-0.05103565434441591,0.03321779088967258,-0.053065853473372115,-0.04943288605589872,-0.11987540062725802,-0.004555851278422371,-0.0646345003880637,-0.2102325302713743,0.0,0.4232797215731853,False,False,True,False
74,-0.22415503730672395,-0.06543803809908147,0.24132766279935952,0.1595268771600943,2.316509232054029e-07,2.84254600884077e-07,4.780721270373202e-07,3.3170140443129536e-07,-0.032295416258990954,0.05445407036716168,-0.10905437209603126,-0.12049387408266721,-0.1193463105844787,0.010423602686569687,0.03327470147259322,-0.44978946503613354,0.9703553583308717,0.46665829249963586,False,False,True,False
